runs_left,balls_left,wickets_left,total_runs_x,cur_run_rate,req_run_rate,result
122,75,9,177,7.333333333333333,9.76,0
122,74,9,177,7.173913043478261,9.891891891891891,0
121,73,9,177,7.148936170212766,9.945205479452056,0
119,72,9,177,7.25,9.916666666666666,0
117,71,9,177,7.346938775510204,9.887323943661972,0
117,70,9,177,7.2,10.028571428571428,0
116,69,9,177,7.176470588235294,10.08695652173913,0
115,68,9,177,7.153846153846154,10.147058823529411,0
114,67,9,177,7.132075471698113,10.208955223880595,0
110,66,9,177,7.444444444444445,10.0,0
109,65,9,177,7.418181818181818,10.06153846153846,0
108,64,9,177,7.392857142857143,10.125,0
107,63,9,177,7.368421052631579,10.19047619047619,0
103,62,9,177,7.655172413793103,9.96774193548387,0
102,61,9,177,7.627118644067797,10.0327868852459,0
102,60,9,177,7.5,10.2,0
101,59,9,177,7.475409836065574,10.271186440677964,0
100,58,9,177,7.451612903225806,10.344827586206897,0
99,57,9,177,7.428571428571429,10.421052631578949,0
98,56,9,177,7.40625,10.5,0
97,55,9,177,7.384615384615385,10.581818181818182,0
96,54,9,177,7.363636363636363,10.666666666666666,0
96,53,8,177,7.253731343283582,10.867924528301886,0
95,52,8,177,7.235294117647059,10.961538461538462,0
95,51,8,177,7.130434782608695,11.176470588235292,0
95,50,8,177,7.0285714285714285,11.4,0
95,49,8,177,6.929577464788732,11.63265306122449,0
94,48,8,177,6.916666666666667,11.75,0
93,47,8,177,6.904109589041096,11.872340425531917,0
92,46,8,177,6.891891891891892,12.0,0
92,45,8,177,6.8,12.266666666666667,0
91,44,8,177,6.789473684210527,12.409090909090908,0
85,43,8,177,7.1688311688311686,11.86046511627907,0
84,42,8,177,7.153846153846154,12.0,0
83,41,8,177,7.139240506329114,12.146341463414634,0
82,40,8,177,7.125,12.3,0
78,39,8,177,7.333333333333333,12.0,0
78,38,7,177,7.2439024390243905,12.31578947368421,0
73,37,7,177,7.518072289156627,11.83783783783784,0
72,36,7,177,7.5,12.0,0
72,35,7,177,7.411764705882353,12.342857142857143,0
71,35,7,177,7.482352941176471,12.17142857142857,0
70,34,7,177,7.465116279069767,12.352941176470589,0
70,33,7,177,7.379310344827586,12.727272727272728,0
68,32,7,177,7.431818181818182,12.75,0
62,31,7,177,7.752808988764045,12.0,0
57,30,7,177,8.0,11.4,0
55,29,7,177,8.043956043956044,11.379310344827584,0
55,28,7,177,7.956521739130435,11.785714285714286,0
54,27,7,177,7.935483870967742,12.0,0
54,26,7,177,7.851063829787234,12.461538461538462,0
54,25,7,177,7.768421052631579,12.96,0
52,24,7,177,7.8125,13.0,0
51,23,7,177,7.793814432989691,13.304347826086955,0
49,23,7,177,7.917525773195877,12.782608695652174,0
44,22,7,177,8.142857142857142,12.0,0
43,21,7,177,8.121212121212121,12.285714285714286,0
39,20,7,177,8.28,11.7,0
38,19,7,177,8.257425742574258,12.0,0
36,18,7,177,8.294117647058824,12.0,0
32,17,7,177,8.446601941747574,11.294117647058824,0
31,17,7,177,8.504854368932039,10.941176470588236,0
25,16,7,177,8.76923076923077,9.375,0
24,15,7,177,8.742857142857142,9.6,0
24,14,6,177,8.660377358490566,10.285714285714286,0
23,13,6,177,8.63551401869159,10.615384615384617,0
23,12,6,177,8.555555555555555,11.5,0
22,11,6,177,8.53211009174312,12.0,0
21,10,6,177,8.50909090909091,12.6,0
20,9,6,177,8.486486486486486,13.333333333333334,0
19,8,6,177,8.464285714285714,14.25,0
18,7,6,177,8.442477876106194,15.428571428571429,0
17,6,6,177,8.421052631578947,17.0,0
11,5,6,177,8.660869565217391,13.2,0
10,5,6,177,8.71304347826087,12.0,0
6,4,6,177,8.844827586206897,9.0,0
5,3,6,177,8.820512820512821,10.0,0
4,2,6,177,8.796610169491526,12.0,0
3,1,6,177,8.77310924369748,18.0,0
1,119,6,177,1056.0,0.0504201680672268,1
1,118,5,177,528.0,0.0508474576271186,1
1,117,5,177,352.0,0.0512820512820512,1
1,116,5,177,264.0,0.0517241379310344,1
0,115,5,177,212.4,0.0,1
162,119,10,162,0.0,8.168067226890756,1
162,118,10,162,0.0,8.23728813559322,1
162,117,10,162,0.0,8.307692307692308,1
161,116,10,162,1.5,8.327586206896552,1
160,115,10,162,2.4,8.347826086956522,1
159,114,10,162,3.0,8.368421052631579,1
155,113,10,162,6.0,8.230088495575222,1
154,112,10,162,6.0,8.25,1
153,111,10,162,6.0,8.27027027027027,1
152,110,10,162,6.0,8.290909090909091,1
151,109,10,162,6.0,8.311926605504587,1
151,108,10,162,5.5,8.38888888888889,1
147,107,10,162,6.923076923076923,8.242990654205608,1
143,106,10,162,8.142857142857142,8.09433962264151,1
142,105,10,162,8.0,8.114285714285714,1
142,104,10,162,7.5,8.192307692307692,1
138,103,10,162,8.470588235294118,8.03883495145631,1
134,102,10,162,9.333333333333334,7.882352941176471,1
134,101,10,162,8.842105263157896,7.96039603960396,1
128,100,10,162,10.2,7.68,1
124,99,10,162,10.857142857142858,7.515151515151516,1
122,98,10,162,10.909090909090908,7.469387755102041,1
122,97,10,162,10.434782608695652,7.546391752577319,1
121,96,10,162,10.25,7.5625,1
121,95,10,162,9.84,7.6421052631578945,1
120,94,10,162,9.692307692307692,7.659574468085107,1
120,93,10,162,9.333333333333334,7.741935483870968,1
120,92,10,162,9.0,7.826086956521739,1
116,91,10,162,9.517241379310343,7.648351648351649,1
112,90,10,162,10.0,7.466666666666667,1
112,89,10,162,9.67741935483871,7.550561797752809,1
112,88,10,162,9.375,7.636363636363637,1
111,87,10,162,9.272727272727272,7.655172413793103,1
110,86,10,162,9.176470588235292,7.674418604651163,1
109,85,10,162,9.085714285714284,7.694117647058824,1
108,84,10,162,9.0,7.714285714285714,1
107,83,10,162,8.91891891891892,7.734939759036145,1
106,83,10,162,9.08108108108108,7.662650602409639,1
106,82,10,162,8.842105263157896,7.7560975609756095,1
105,81,10,162,8.76923076923077,7.777777777777778,1
104,80,10,162,8.7,7.8,1
103,79,10,162,8.634146341463415,7.822784810126582,1
102,78,10,162,8.571428571428571,7.846153846153846,1
101,77,10,162,8.511627906976743,7.87012987012987,1
101,77,10,162,8.511627906976743,7.87012987012987,1
100,76,10,162,8.454545454545455,7.894736842105263,1
99,75,10,162,8.4,7.92,1
99,74,9,162,8.217391304347826,8.027027027027026,1
98,73,9,162,8.170212765957446,8.054794520547945,1
94,72,9,162,8.5,7.833333333333333,1
93,71,9,162,8.448979591836734,7.859154929577465,1
93,70,8,162,8.28,7.9714285714285715,1
93,69,8,162,8.117647058823529,8.08695652173913,1
93,68,8,162,7.961538461538462,8.205882352941176,1
93,67,8,162,7.811320754716981,8.328358208955224,1
93,66,8,162,7.666666666666667,8.454545454545455,1
92,65,8,162,7.636363636363637,8.492307692307692,1
92,64,8,162,7.5,8.625,1
88,63,8,162,7.7894736842105265,8.380952380952381,1
88,62,8,162,7.655172413793103,8.516129032258064,1
84,61,8,162,7.932203389830509,8.262295081967213,1
83,60,8,162,7.9,8.3,1
82,59,8,162,7.868852459016393,8.338983050847459,1
81,58,8,162,7.838709677419355,8.379310344827585,1
80,57,8,162,7.809523809523809,8.421052631578947,1
79,56,8,162,7.78125,8.464285714285714,1
78,55,8,162,7.753846153846154,8.50909090909091,1
77,54,8,162,7.727272727272727,8.555555555555555,1
77,53,8,162,7.611940298507463,8.716981132075471,1
77,52,8,162,7.5,8.884615384615385,1
73,51,8,162,7.739130434782608,8.588235294117647,1
72,50,8,162,7.714285714285714,8.64,1
71,49,8,162,7.690140845070423,8.693877551020408,1
70,48,8,162,7.666666666666667,8.75,1
69,47,8,162,7.643835616438356,8.808510638297872,1
68,46,8,162,7.621621621621622,8.869565217391305,1
67,45,8,162,7.6,8.933333333333334,1
66,44,8,162,7.578947368421052,9.0,1
66,43,8,162,7.48051948051948,9.209302325581396,1
64,42,8,162,7.538461538461538,9.142857142857142,1
64,41,8,162,7.443037974683544,9.365853658536585,1
63,41,8,162,7.518987341772152,9.21951219512195,1
63,40,8,162,7.425,9.45,1
63,39,8,162,7.333333333333333,9.692307692307692,1
62,38,8,162,7.317073170731708,9.789473684210526,1
62,37,8,162,7.228915662650603,10.054054054054054,1
61,36,8,162,7.214285714285714,10.166666666666666,1
59,35,8,162,7.270588235294118,10.114285714285714,1
53,34,8,162,7.604651162790698,9.352941176470589,1
52,35,8,162,7.764705882352941,8.914285714285715,1
51,34,8,162,7.744186046511628,9.0,1
49,33,8,162,7.793103448275862,8.909090909090908,1
45,32,8,162,7.977272727272727,8.4375,1
45,31,8,162,7.887640449438202,8.709677419354838,1
45,30,8,162,7.8,9.0,1
44,29,8,162,7.78021978021978,9.10344827586207,1
40,28,8,162,7.956521739130435,8.571428571428571,1
40,27,8,162,7.870967741935484,8.88888888888889,1
39,26,8,162,7.851063829787234,9.0,1
35,25,8,162,8.021052631578947,8.4,1
35,24,7,162,7.9375,8.75,1
35,23,6,162,7.855670103092783,9.130434782608695,1
34,22,6,162,7.836734693877551,9.272727272727272,1
33,21,6,162,7.818181818181818,9.428571428571429,1
33,20,6,162,7.74,9.9,1
33,19,5,162,7.663366336633663,10.421052631578949,1
32,18,5,162,7.647058823529412,10.666666666666666,1
32,17,4,162,7.572815533980583,11.294117647058824,1
32,16,3,162,7.5,12.0,1
32,15,3,162,7.428571428571429,12.8,1
32,14,3,162,7.358490566037735,13.714285714285714,1
31,13,3,162,7.345794392523365,14.307692307692308,1
30,12,3,162,7.333333333333333,15.0,1
26,11,3,162,7.486238532110092,14.181818181818182,1
26,10,3,162,7.418181818181818,15.6,1
25,9,3,162,7.405405405405405,16.666666666666668,1
21,8,3,162,7.553571428571429,15.75,1
21,7,3,162,7.486725663716814,18.0,1
17,6,3,162,7.631578947368421,17.0,1
11,5,3,162,7.878260869565217,13.2,1
10,5,3,162,7.930434782608696,12.0,1
9,4,3,162,7.913793103448276,13.5,1
8,3,3,162,7.897435897435898,16.0,1
8,2,3,162,7.830508474576271,24.0,1
2,1,3,162,8.067226890756302,12.0,1
1,119,2,162,966.0,0.0504201680672268,0
1,118,2,162,483.0,0.0508474576271186,0
169,119,10,169,0.0,8.521008403361344,0
165,118,10,169,12.0,8.389830508474576,0
161,117,10,169,16.0,8.256410256410257,0
160,116,10,169,13.5,8.275862068965518,0
159,115,10,169,12.0,8.295652173913043,0
159,114,10,169,10.0,8.368421052631579,0
158,113,10,169,9.428571428571429,8.389380530973451,0
157,112,10,169,9.0,8.410714285714286,0
156,111,10,169,8.666666666666666,8.432432432432432,0
152,110,10,169,10.2,8.290909090909091,0
151,109,10,169,9.818181818181818,8.311926605504587,0
150,108,10,169,9.5,8.333333333333334,0
146,107,10,169,10.615384615384617,8.186915887850468,0
145,106,10,169,10.285714285714286,8.20754716981132,0
141,105,10,169,11.2,8.057142857142857,0
137,104,10,169,12.0,7.903846153846154,0
137,103,10,169,11.294117647058824,7.980582524271845,0
133,102,10,169,12.0,7.823529411764706,0
132,101,10,169,11.68421052631579,7.841584158415841,0
131,100,10,169,11.4,7.86,0
130,99,10,169,11.142857142857142,7.878787878787879,0
129,98,10,169,10.909090909090908,7.897959183673469,0
129,97,10,169,10.434782608695652,7.979381443298969,0
128,96,10,169,10.25,8.0,0
124,95,10,169,10.8,7.831578947368421,0
122,94,10,169,10.846153846153848,7.787234042553192,0
121,93,10,169,10.666666666666666,7.806451612903226,0
119,92,10,169,10.714285714285714,7.760869565217392,0
119,91,10,169,10.344827586206897,7.846153846153846,0
119,90,10,169,10.0,7.933333333333334,0
118,89,10,169,9.870967741935484,7.955056179775281,0
118,88,10,169,9.5625,8.045454545454545,0
118,87,10,169,9.272727272727272,8.137931034482758,0
117,86,10,169,9.176470588235292,8.162790697674419,0
117,85,10,169,8.914285714285715,8.258823529411766,0
116,84,10,169,8.833333333333334,8.285714285714286,0
116,83,9,169,8.594594594594595,8.385542168674698,0
116,82,9,169,8.368421052631579,8.487804878048781,0
116,81,9,169,8.153846153846153,8.592592592592593,0
115,80,9,169,8.1,8.625,0
111,79,9,169,8.487804878048781,8.430379746835444,0
110,78,9,169,8.428571428571429,8.461538461538462,0
109,77,9,169,8.372093023255815,8.493506493506494,0
108,76,9,169,8.318181818181818,8.526315789473685,0
107,75,9,169,8.266666666666667,8.56,0
106,74,9,169,8.217391304347826,8.594594594594595,0
106,73,8,169,8.042553191489361,8.712328767123287,0
106,72,8,169,7.875,8.833333333333334,0
106,71,8,169,7.714285714285714,8.95774647887324,0
105,70,8,169,7.68,9.0,0
104,69,8,169,7.647058823529412,9.043478260869565,0
103,68,8,169,7.615384615384615,9.088235294117649,0
99,67,8,169,7.924528301886792,8.865671641791044,0
98,66,8,169,7.888888888888889,8.909090909090908,0
94,65,8,169,8.181818181818182,8.676923076923076,0
93,64,8,169,8.142857142857142,8.71875,0
92,63,8,169,8.105263157894736,8.761904761904763,0
91,62,8,169,8.068965517241379,8.806451612903226,0
90,61,8,169,8.033898305084746,8.852459016393443,0
86,60,8,169,8.3,8.6,0
85,59,8,169,8.262295081967213,8.64406779661017,0
84,58,8,169,8.225806451612904,8.689655172413794,0
83,57,8,169,8.19047619047619,8.736842105263158,0
83,56,8,169,8.0625,8.892857142857142,0
83,55,8,169,7.938461538461539,9.054545454545456,0
82,54,8,169,7.909090909090909,9.11111111111111,0
81,53,8,169,7.880597014925373,9.169811320754716,0
80,52,8,169,7.852941176470588,9.23076923076923,0
79,51,8,169,7.826086956521739,9.294117647058824,0
75,50,8,169,8.057142857142857,9.0,0
73,49,8,169,8.112676056338028,8.938775510204081,0
71,48,8,169,8.166666666666666,8.875,0
70,47,8,169,8.136986301369863,8.936170212765957,0
70,46,8,169,8.027027027027026,9.130434782608695,0
70,45,8,169,7.92,9.333333333333334,0
70,44,8,169,7.815789473684211,9.545454545454543,0
69,43,8,169,7.792207792207792,9.627906976744184,0
65,42,8,169,8.0,9.285714285714286,0
64,41,8,169,7.974683544303797,9.365853658536585,0
63,40,7,169,7.95,9.45,0
62,39,7,169,7.925925925925926,9.538461538461538,0
62,38,7,169,7.829268292682927,9.789473684210526,0
61,37,7,169,7.807228915662651,9.891891891891891,0
60,36,7,169,7.785714285714286,10.0,0
60,35,7,169,7.694117647058824,10.285714285714286,0
59,34,7,169,7.674418604651163,10.411764705882351,0
59,33,7,169,7.586206896551724,10.727272727272728,0
59,32,7,169,7.5,11.0625,0
59,31,7,169,7.415730337078652,11.419354838709678,0
59,30,6,169,7.333333333333333,11.8,0
59,29,6,169,7.252747252747253,12.20689655172414,0
58,28,6,169,7.239130434782608,12.428571428571429,0
57,27,6,169,7.225806451612903,12.666666666666666,0
51,26,6,169,7.531914893617022,11.76923076923077,0
50,25,6,169,7.515789473684211,12.0,0
50,24,6,169,7.4375,12.5,0
50,23,6,169,7.360824742268041,13.043478260869565,0
44,22,6,169,7.653061224489796,12.0,0
40,21,6,169,7.818181818181818,11.428571428571429,0
34,20,6,169,8.1,10.2,0
28,19,6,169,8.376237623762377,8.842105263157896,0
24,18,6,169,8.529411764705882,8.0,0
24,17,6,169,8.446601941747574,8.470588235294118,0
24,16,5,169,8.365384615384615,9.0,0
24,15,5,169,8.285714285714286,9.6,0
20,14,5,169,8.433962264150944,8.571428571428571,0
19,13,5,169,8.411214953271028,8.76923076923077,0
18,12,5,169,8.38888888888889,9.0,0
17,11,5,169,8.36697247706422,9.272727272727272,0
16,11,5,169,8.422018348623853,8.727272727272727,0
16,10,4,169,8.345454545454546,9.6,0
15,9,4,169,8.324324324324325,10.0,0
14,8,4,169,8.303571428571429,10.5,0
13,7,4,169,8.283185840707965,11.142857142857142,0
12,6,4,169,8.263157894736842,12.0,0
12,5,4,169,8.191304347826087,14.4,0
11,5,4,169,8.243478260869566,13.2,0
10,4,4,169,8.224137931034482,15.0,0
6,3,4,169,8.35897435897436,12.0,0
2,2,4,169,8.491525423728813,6.0,0
2,1,3,169,8.420168067226891,12.0,0
160,119,10,160,0.0,8.067226890756302,1
160,118,10,160,0.0,8.135593220338983,1
160,117,10,160,0.0,8.205128205128204,1
159,116,10,160,1.5,8.224137931034482,1
158,115,10,160,2.4,8.243478260869566,1
157,114,10,160,3.0,8.263157894736842,1
155,113,10,160,4.285714285714286,8.230088495575222,1
154,112,10,160,4.5,8.25,1
153,111,10,160,4.666666666666667,8.27027027027027,1
153,110,10,160,4.2,8.345454545454546,1
152,109,10,160,4.363636363636363,8.36697247706422,1
152,108,10,160,4.0,8.444444444444445,1
151,107,10,160,4.153846153846154,8.467289719626168,1
151,106,10,160,3.857142857142857,8.547169811320755,1
149,107,10,160,5.076923076923077,8.355140186915888,1
145,106,10,160,6.428571428571429,8.20754716981132,1
145,105,10,160,6.0,8.285714285714286,1
144,104,10,160,6.0,8.307692307692308,1
143,103,10,160,6.0,8.330097087378642,1
142,102,10,160,6.0,8.352941176470589,1
141,101,10,160,6.0,8.376237623762377,1
141,100,10,160,5.7,8.46,1
141,99,10,160,5.428571428571429,8.545454545454545,1
141,98,10,160,5.181818181818182,8.63265306122449,1
140,97,10,160,5.217391304347826,8.65979381443299,1
139,96,10,160,5.25,8.6875,1
138,95,10,160,5.28,8.715789473684211,1
138,94,10,160,5.076923076923077,8.808510638297872,1
137,93,10,160,5.111111111111111,8.838709677419354,1
135,92,10,160,5.357142857142857,8.804347826086957,1
135,91,10,160,5.172413793103448,8.901098901098901,1
135,90,9,160,5.0,9.0,1
134,89,9,160,5.032258064516129,9.03370786516854,1
134,88,9,160,4.875,9.136363636363637,1
134,87,9,160,4.727272727272728,9.241379310344827,1
134,86,9,160,4.588235294117647,9.348837209302326,1
132,85,9,160,4.8,9.31764705882353,1
131,84,9,160,4.833333333333333,9.357142857142858,1
130,83,9,160,4.864864864864865,9.397590361445785,1
129,82,9,160,4.894736842105263,9.439024390243905,1
126,81,9,160,5.230769230769231,9.333333333333334,1
122,80,9,160,5.7,9.15,1
121,79,9,160,5.7073170731707314,9.189873417721518,1
120,78,9,160,5.714285714285714,9.23076923076923,1
120,77,9,160,5.5813953488372094,9.35064935064935,1
120,76,9,160,5.454545454545454,9.473684210526317,1
120,75,9,160,5.333333333333333,9.6,1
120,74,9,160,5.217391304347826,9.72972972972973,1
119,73,9,160,5.23404255319149,9.780821917808218,1
118,72,9,160,5.25,9.833333333333334,1
118,71,9,160,5.142857142857143,9.971830985915492,1
117,70,9,160,5.16,10.028571428571428,1
117,69,9,160,5.0588235294117645,10.173913043478262,1
116,68,9,160,5.076923076923077,10.235294117647058,1
116,67,9,160,4.981132075471698,10.388059701492535,1
110,66,9,160,5.555555555555555,10.0,1
110,65,8,160,5.454545454545454,10.153846153846152,1
110,64,7,160,5.357142857142857,10.3125,1
110,63,7,160,5.2631578947368425,10.476190476190476,1
109,62,7,160,5.275862068965517,10.548387096774194,1
108,61,7,160,5.288135593220339,10.62295081967213,1
107,60,7,160,5.3,10.7,1
106,59,7,160,5.311475409836065,10.779661016949152,1
102,59,7,160,5.704918032786885,10.372881355932204,1
101,58,7,160,5.709677419354839,10.448275862068966,1
97,57,7,160,6.0,10.210526315789474,1
95,56,7,160,6.09375,10.178571428571429,1
94,55,7,160,6.092307692307692,10.254545454545454,1
94,54,7,160,6.0,10.444444444444445,1
94,53,7,160,5.91044776119403,10.641509433962264,1
93,52,7,160,5.911764705882353,10.73076923076923,1
93,51,7,160,5.826086956521739,10.941176470588236,1
91,50,7,160,5.914285714285715,10.92,1
89,49,7,160,6.0,10.89795918367347,1
85,48,7,160,6.25,10.625,1
84,47,7,160,6.2465753424657535,10.72340425531915,1
82,46,7,160,6.324324324324325,10.695652173913045,1
79,45,7,160,6.48,10.533333333333331,1
79,44,7,160,6.394736842105263,10.772727272727272,1
75,43,7,160,6.623376623376624,10.465116279069768,1
74,42,7,160,6.615384615384615,10.571428571428571,1
74,41,7,160,6.531645569620253,10.829268292682928,1
73,40,7,160,6.525,10.95,1
72,39,7,160,6.518518518518518,11.076923076923077,1
71,38,7,160,6.512195121951219,11.210526315789474,1
65,37,7,160,6.867469879518072,10.54054054054054,1
64,36,7,160,6.857142857142857,10.666666666666666,1
63,35,7,160,6.847058823529411,10.8,1
59,34,7,160,7.046511627906977,10.411764705882351,1
58,33,7,160,7.0344827586206895,10.545454545454543,1
57,32,7,160,7.0227272727272725,10.6875,1
54,31,7,160,7.146067415730337,10.451612903225806,1
53,30,7,160,7.133333333333334,10.6,1
52,29,7,160,7.12087912087912,10.758620689655173,1
51,29,7,160,7.186813186813187,10.551724137931034,1
50,28,7,160,7.173913043478261,10.714285714285714,1
50,27,6,160,7.096774193548387,11.11111111111111,1
49,26,6,160,7.085106382978723,11.307692307692308,1
48,25,6,160,7.073684210526316,11.52,1
46,24,6,160,7.125,11.5,1
45,23,6,160,7.11340206185567,11.73913043478261,1
43,23,6,160,7.237113402061856,11.217391304347826,1
39,22,6,160,7.408163265306122,10.636363636363637,1
38,21,6,160,7.393939393939394,10.857142857142858,1
37,20,6,160,7.38,11.1,1
36,19,6,160,7.366336633663367,11.36842105263158,1
36,18,6,160,7.294117647058823,12.0,1
35,17,6,160,7.281553398058253,12.352941176470589,1
33,16,6,160,7.326923076923077,12.375,1
33,15,6,160,7.257142857142857,13.2,1
31,14,6,160,7.30188679245283,13.285714285714286,1
27,13,6,160,7.457943925233645,12.461538461538462,1
26,12,6,160,7.444444444444445,13.0,1
25,11,6,160,7.431192660550459,13.636363636363637,1
21,10,6,160,7.581818181818182,12.6,1
20,9,6,160,7.567567567567567,13.333333333333334,1
20,8,5,160,7.5,15.0,1
16,7,5,160,7.646017699115045,13.714285714285714,1
16,6,5,160,7.578947368421052,16.0,1
16,5,5,160,7.51304347826087,19.2,1
14,4,5,160,7.551724137931035,21.0,1
14,3,4,160,7.487179487179487,28.0,1
8,2,4,160,7.728813559322034,24.0,1
7,1,4,160,7.714285714285714,42.0,1
1,119,3,160,954.0,0.0504201680672268,0
213,119,10,214,6.0,10.739495798319329,1
213,118,10,214,3.0,10.830508474576272,1
212,117,10,214,4.0,10.871794871794872,1
211,116,10,214,4.5,10.913793103448276,1
207,115,10,214,8.4,10.8,1
206,114,10,214,8.0,10.842105263157896,1
206,113,10,214,6.857142857142857,10.938053097345133,1
206,112,10,214,6.0,11.035714285714286,1
206,111,10,214,5.333333333333333,11.135135135135137,1
206,110,10,214,4.8,11.236363636363636,1
202,109,10,214,6.545454545454546,11.119266055045872,1
201,108,10,214,6.5,11.166666666666666,1
201,107,10,214,6.0,11.271028037383177,1
201,106,10,214,5.571428571428571,11.37735849056604,1
197,105,10,214,6.8,11.257142857142858,1
193,104,10,214,7.875,11.134615384615383,1
189,103,10,214,8.823529411764707,11.009708737864075,1
189,102,10,214,8.333333333333334,11.117647058823527,1
189,101,10,214,7.894736842105263,11.227722772277229,1
189,100,10,214,7.5,11.34,1
188,99,10,214,7.428571428571429,11.393939393939394,1
187,98,10,214,7.363636363636363,11.448979591836734,1
181,97,10,214,8.608695652173912,11.195876288659791,1
181,96,10,214,8.25,11.3125,1
180,95,10,214,8.16,11.36842105263158,1
179,94,10,214,8.076923076923077,11.425531914893616,1
179,93,10,214,7.777777777777778,11.548387096774194,1
179,92,10,214,7.5,11.673913043478262,1
179,91,10,214,7.241379310344827,11.802197802197805,1
178,90,10,214,7.2,11.866666666666667,1
177,89,10,214,7.161290322580645,11.932584269662922,1
173,88,10,214,7.6875,11.795454545454543,1
171,87,10,214,7.818181818181818,11.79310344827586,1
170,86,10,214,7.764705882352941,11.86046511627907,1
170,85,10,214,7.542857142857143,12.0,1
169,84,10,214,7.5,12.071428571428571,1
169,83,10,214,7.297297297297297,12.216867469879515,1
168,82,10,214,7.263157894736842,12.292682926829269,1
167,81,10,214,7.230769230769231,12.37037037037037,1
166,80,10,214,7.2,12.45,1
160,79,10,214,7.902439024390244,12.151898734177216,1
160,78,10,214,7.714285714285714,12.307692307692308,1
159,77,10,214,7.674418604651163,12.38961038961039,1
159,76,10,214,7.5,12.552631578947368,1
155,75,10,214,7.866666666666666,12.4,1
151,74,10,214,8.217391304347826,12.243243243243244,1
145,73,10,214,8.808510638297872,11.917808219178085,1
139,72,10,214,9.375,11.583333333333334,1
139,71,10,214,9.183673469387756,11.746478873239436,1
138,70,10,214,9.12,11.82857142857143,1
137,69,10,214,9.058823529411764,11.91304347826087,1
136,68,10,214,9.0,12.0,1
135,67,10,214,8.943396226415095,12.08955223880597,1
131,66,10,214,9.22222222222222,11.909090909090908,1
130,65,10,214,9.163636363636364,12.0,1
129,64,10,214,9.107142857142858,12.09375,1
123,63,10,214,9.578947368421051,11.714285714285714,1
123,62,10,214,9.413793103448276,11.903225806451612,1
123,61,10,214,9.254237288135592,12.098360655737704,1
122,60,10,214,9.2,12.2,1
121,59,10,214,9.147540983606556,12.305084745762713,1
120,58,10,214,9.096774193548388,12.413793103448276,1
114,57,10,214,9.523809523809524,12.0,1
113,56,10,214,9.46875,12.107142857142858,1
107,55,10,214,9.876923076923076,11.672727272727272,1
106,54,10,214,9.818181818181818,11.77777777777778,1
105,53,10,214,9.761194029850746,11.88679245283019,1
104,53,10,214,9.850746268656716,11.773584905660377,1
104,52,10,214,9.705882352941176,12.0,1
100,51,10,214,9.91304347826087,11.764705882352942,1
100,50,10,214,9.771428571428572,12.0,1
96,49,10,214,9.971830985915492,11.755102040816327,1
95,48,10,214,9.916666666666666,11.875,1
95,47,10,214,9.780821917808218,12.127659574468083,1
94,47,10,214,9.863013698630136,12.0,1
92,46,10,214,9.891891891891891,12.0,1
92,45,10,214,9.76,12.266666666666667,1
92,44,9,214,9.63157894736842,12.545454545454543,1
90,43,9,214,9.662337662337665,12.55813953488372,1
89,42,9,214,9.615384615384617,12.714285714285714,1
88,41,9,214,9.569620253164556,12.878048780487806,1
88,40,9,214,9.45,13.2,1
86,39,9,214,9.48148148148148,13.23076923076923,1
82,38,9,214,9.658536585365852,12.947368421052632,1
81,37,9,214,9.614457831325302,13.135135135135137,1
79,36,9,214,9.642857142857142,13.166666666666666,1
77,35,9,214,9.670588235294115,13.2,1
76,34,9,214,9.627906976744184,13.411764705882351,1
75,33,9,214,9.586206896551724,13.636363636363637,1
74,32,9,214,9.545454545454543,13.875,1
68,31,9,214,9.842696629213483,13.161290322580646,1
67,30,9,214,9.8,13.4,1
61,29,9,214,10.087912087912088,12.620689655172416,1
60,29,9,214,10.153846153846152,12.413793103448276,1
59,28,9,214,10.108695652173912,12.642857142857142,1
57,27,9,214,10.129032258064516,12.666666666666666,1
55,26,9,214,10.148936170212766,12.692307692307692,1
55,25,8,214,10.042105263157897,13.2,1
54,24,8,214,10.0,13.5,1
50,23,8,214,10.144329896907216,13.043478260869565,1
49,22,8,214,10.10204081632653,13.363636363636363,1
48,21,8,214,10.06060606060606,13.714285714285714,1
48,20,8,214,9.96,14.4,1
48,19,8,214,9.86138613861386,15.157894736842104,1
48,18,8,214,9.764705882352942,16.0,1
44,17,8,214,9.902912621359222,15.529411764705882,1
40,16,8,214,10.038461538461538,15.0,1
40,15,8,214,9.942857142857145,16.0,1
40,14,8,214,9.849056603773583,17.142857142857142,1
38,13,8,214,9.869158878504672,17.53846153846154,1
36,12,8,214,9.88888888888889,18.0,1
30,11,8,214,10.128440366972477,16.363636363636363,1
26,10,8,214,10.254545454545454,15.6,1
24,9,8,214,10.27027027027027,16.0,1
24,8,8,214,10.178571428571429,18.0,1
20,7,8,214,10.300884955752212,17.142857142857142,1
18,6,8,214,10.31578947368421,18.0,1
16,5,8,214,10.330434782608696,19.2,1
15,4,8,214,10.29310344827586,22.5,1
11,3,8,214,10.41025641025641,22.0,1
5,2,8,214,10.627118644067796,15.0,1
1,1,8,214,10.739495798319329,6.0,1
1,119,8,214,1278.0,0.0504201680672268,0
0,118,8,214,642.0,0.0,0
0,117,8,214,428.0,0.0,0
0,116,8,214,321.0,0.0,0
0,115,8,214,256.8,0.0,0
